alias,mature,safe,range
vox_plr_0_kill_damaged_0,Who in the hell do you think you are to put your hands on~me?,Who in the hell do you think you are to put your hands on~me?,1250
vox_plr_0_kill_damaged_1,"Russman don't start fights, he finishes them.","Russman don't start fights, he finishes them.",1250
vox_plr_0_kill_damaged_2,"You done goofed, blood bag.","You done goofed, blood bag.",1250
vox_plr_0_kill_damaged_3,You realize where you went wrong.,You realize where you went wrong.,1250
vox_plr_0_kill_damaged_4,You got balls picking on me.,You got balls picking on me.,1250
vox_plr_0_kill_explo_0,"I can't imagine a prettier sight, unless it was bigger.","I can't imagine a prettier sight, unless it was bigger.",1250
vox_plr_0_kill_explo_1,And the chunks hit the wall.,And the chunks hit the wall.,1250
vox_plr_0_kill_explo_2,"You got blasticated, morons!","You got blasticated, morons!",1250
vox_plr_0_kill_explo_3,It's raining red. Hallelujah.,It's raining red. Hallelujah.,1250
vox_plr_0_kill_explo_4,At least you didn't die alone.,At least you didn't die alone.,1250
vox_plr_0_kill_headshot_0,You see that? You wish you saw that.,You see that? You wish you saw that.,1250
vox_plr_0_kill_headshot_1,"That's right, keep walking till you realize you don't have~a fucking head.","That's right, keep walking. Till you realize you don't~have a head.",1250
vox_plr_0_kill_headshot_2,Right in the brain box.,Right in the brain box.,1250
vox_plr_0_kill_headshot_3,I'm a crack shot. You're lucky that's not where I shot~you.,I'm a crack shot. You're lucky that's not where I shot~you.,1250
vox_plr_0_kill_headshot_4,It's like my bullet hunted you down.,It's like my bullet hunted you down.,1250
vox_plr_0_kill_headshot_5,This shit comes easy to a man of my skills.,This shit comes easy to a man of my skills.,1250
vox_plr_0_kill_headshot_6,"Hey, Scumbucket, you just got shot!","Hey, Scumbucket, you just got shot!",1250
vox_plr_0_kill_headshot_7,Oh-ho! He's down for the count!,Oh-ho! He's down for the count!,1250
vox_plr_0_kill_headshot_8,That's some long range badassery right there.,That's some long range badassery right there.,1250
vox_plr_0_kill_headshot_9,"You wandered into the wrong neighborhood, didn't you?","You wandered into the wrong neighborhood, didn't you?",1250
vox_plr_0_kill_insta_0,"When Russman hits something, it don't get back up.","When Russman hits something, it don't get back up.",1250
vox_plr_0_kill_insta_1,"Lay down, bitch boy!","Lay down, boy!",1250
vox_plr_0_kill_insta_2,I'll cut you like butter.,I'll cut you like butter.,1250
vox_plr_0_kill_insta_3,Russman coming through!,Russman coming through!,1250
vox_plr_0_kill_insta_4,"You're taking a beating, boy.","You're taking a beating, boy.",1250
vox_plr_0_kill_limb_0,"By my count, you're down one limb.","By my count, you're down one limb.",1250
vox_plr_0_kill_limb_1,I'm toying with you like a cat. A cat with a gun.,I'm toying with you like a cat. A cat with a gun.,1250
vox_plr_0_kill_limb_2,You dropped something.,You dropped something.,1250
vox_plr_0_kill_limb_3,Feeling light on the limbs?,Feeling light on the limbs?,1250
vox_plr_0_kill_limb_4,"Pick it back up! Go on, I dare ya!","Pick it back up! Go on, I dare ya!",1250
vox_plr_0_kill_monkey_0,That monkey's better at combat than Marlton.,That monkey's better at combat than Marlton.,1250
vox_plr_0_kill_monkey_1,"Annoying tune. Nice ending, though.","Annoying tune. Nice ending, though.",1250
vox_plr_0_kill_monkey_2,And the monkey does its job.,And the monkey does its job.,1250
vox_plr_0_kill_monkey_3,Monkey Bombs are fun!,Monkey Bombs are fun!,1250
vox_plr_0_kill_monkey_4,I gotta wonder where that monkey came from.,I gotta wonder where that monkey came from.,1250
vox_plr_0_kill_ray_0,"Shit, this thing's actually a whole lot of fun.","Shit, this thing's actually a whole lot of fun.",1250
vox_plr_0_kill_ray_1,Eat my death ray and keep chewing.,Eat my death ray and keep chewing.,1250
vox_plr_0_kill_ray_2,Now comes the part where you fall down.,Now comes the part where you fall down.,1250
vox_plr_0_kill_ray_3,Cooked from the inside.,Cooked from the inside.,1250
vox_plr_0_kill_ray_4,I can smell your flesh cooking.,I can smell your flesh cooking.,1250
vox_plr_0_kill_sliquifier_0,"You're just moose now, Freak-a-Lope.","You're just moose now, Freak-a-Lope.",1250
vox_plr_0_kill_sliquifier_1,How you like being turned to goo?,How you like being turned to goo?,1250
vox_plr_0_kill_sliquifier_2,"Meet your watery end, zombie.","Meet your watery end, zombie.",1250
vox_plr_0_kill_sliquifier_3,"You look like what you are, a pile of raw sewage.","You look like what you are, a pile of raw sewage.",1250
vox_plr_0_kill_sliquifier_4,I might try this out on my dinner. Save wear and tear on~my dentures.,I might try this out on my dinner. Save wear and tear on~my dentures.,1250
vox_plr_0_kill_streak_0,Anyone keep a count?,Anyone keep a count?,1250
vox_plr_0_kill_streak_1,You boys picked on the wrong guy.,You boys picked on the wrong guy.,1250
vox_plr_0_kill_streak_2,You must be in awe. You must be.,You must be in awe. You must be.,1250
vox_plr_0_kill_streak_3,Another one for the pile.,Another one for the pile.,1250
vox_plr_0_kill_streak_4,You freaks starting to see a pattern yet?,You freaks starting to see a pattern yet?,1250
vox_plr_0_kill_streak_5,Sometimes I almost feel sorry for you.,Sometimes I almost feel sorry for you.,1250
vox_plr_0_kill_streak_6,Rack'em up!,Rack'em up!,1250
vox_plr_0_kill_streak_7,Russman is breaking records today.,Russman is breaking records today.,1250
vox_plr_0_kill_streak_8,Should I leave some for you guys?,Should I leave some for you guys?,1250
vox_plr_0_kill_streak_9,"One Man Army, that's Russman!","One Man Army, that's Russman!",1250
vox_plr_0_leaper_attack_0,Where'd you come from?,Where'd you come from?,1250
vox_plr_0_leaper_attack_1,This old man don't appreciate being jumped on like that.,This old man don't appreciate being jumped on like that.,1250
vox_plr_0_leaper_attack_2,Yeehaw! You almost gave me a damn heart attack!,Yeehaw! You almost gave me a damn heart attack!,1250
vox_plr_0_leaper_attack_3,"That fair, dammit!","That fair, dammit!",1250
vox_plr_0_leaper_attack_4,"Sneaking up on Russman, huh?","Sneaking up on Russman, huh?",1250
vox_plr_0_leaper_kill_0,"Take a leap into hell, freak face.","Take a leap into hell, freak face.",1250
vox_plr_0_leaper_kill_1,Your dancing days are over.,Your dancing days are over.,1250
vox_plr_0_leaper_kill_2,"Ain't so jumpy now, are ya?","Ain't so jumpy now, are ya?",1250
vox_plr_0_leaper_kill_3,I think you had a little too much sugar.,I think you had a little too much sugar.,1250
vox_plr_0_leaper_kill_4,I don't discriminate when it comes to killing freaks.,I don't discriminate when it comes to killing freaks.,1250
vox_plr_0_leaper_reveal_0,That doesn't sound good.,That doesn't sound good.,1250
vox_plr_0_leaper_reveal_1,"Oh, shit. Here we go again.","Oh, shit. Here we go again.",1250
vox_plr_0_leaper_reveal_2,Bouncing bastards really test my patience. And my joints.,Bouncing bastards really test my patience. And my joints.,1250
vox_plr_0_leaper_reveal_3,"Better watch the walls, people! Asshoppers are coming!","Better watch the walls, people! Asshoppers are coming!",1250
vox_plr_0_leaper_reveal_4,I was hoping we'd get a break from these bastards.,I was hoping we'd get a break from these bastards.,1250
vox_plr_0_leaper_see_0,You guys got a little too much energy for my liking.,You guys got a little too much energy for my liking.,1250
vox_plr_0_leaper_see_1,"Stay still, damn it!","Stay still, damn it!",1250
vox_plr_0_leaper_see_2,I prefer it when you keep rotten flesh on ground level.,I prefer it when you keep rotten flesh on ground level.,1250
vox_plr_0_leaper_see_3,Jump at me and see what happens. I dare you.,Jump at me and see what happens. I dare you.,1250
vox_plr_0_leaper_see_4,They're crawling over every damn surface.,They're crawling over every damn surface.,1250
vox_plr_0_nomoney_box_0,What does a box need money for anyway?,What does a box need money for anyway?,1250
vox_plr_0_nomoney_generic_0,I remember when this used to only cost a dime.,I remember when this used to only cost a dime.,1250
vox_plr_0_nomoney_generic_1,Where did I leave my cash?,Where did I leave my cash?,1250
vox_plr_0_nomoney_generic_2,"Aw, man. Russman, out of cash.","Aw, man. Russman, out of cash.",1250
vox_plr_0_nomoney_perk_0,I ought to just smash my way in.,I ought to just smash my way in.,1250
vox_plr_0_nomoney_weapon_0,What can I tell you? Money's been tight since I retired.,What can I tell you? Money's been tight since I retired.,1250
vox_plr_0_oh_shit_0,Alright! Who's first?,Alright! Who's first?,1250
vox_plr_0_oh_shit_1,"Oh, you all want some!","Oh, you all want some!",1250
vox_plr_0_oh_shit_10,This ain't exactly how I planned.,This ain't exactly how I planned.,1250
vox_plr_0_oh_shit_11,"If I'm going down, I'm taking you all with me.","If I'm going down, I'm taking you all with me.",1250
vox_plr_0_oh_shit_12,"If you're looking for trouble, Marlton's somewhere else.","If you're looking for trouble, Marlton's somewhere else.",1250
vox_plr_0_oh_shit_13,It ain't over while I still got some fire in my belly.,It ain't over while I still got some fire in my belly.,1250
vox_plr_0_oh_shit_14,I ain't going out like this.,I ain't going out like this.,1250
vox_plr_0_oh_shit_2,Come on! I can do this all day!,Come on! I can do this all day!,1250
vox_plr_0_oh_shit_3,I've seen worse off than you!,I've seen worse off than you!,1250
vox_plr_0_oh_shit_4,"Oh, got a gang up on Russman, huh?","Oh, got a gang up on Russman, huh?",1250
vox_plr_0_oh_shit_5,"Give it your best shot, freaks!","Give it your best shot, freaks!",1250
vox_plr_0_oh_shit_6,"So you wanna fight, huh?","So you wanna fight, huh?",1250
vox_plr_0_oh_shit_7,No one gonna back me up here!,No one gonna back me up here!,1250
vox_plr_0_oh_shit_8,Looks like it's just me and you all.,Looks like it's just me and you all.,1250
vox_plr_0_oh_shit_9,One more step and you'll regret it.,One more step and you'll regret it.,1250
vox_plr_0_pap_arm_0,Russman approves.,Russman approves.,1250
vox_plr_0_pap_arm_1,"You're my bitch now, machine. Don't get offended. I like~bitches.","You're my bitch now, machine. Don't get offended. I like~bitches.",1250
vox_plr_0_pap_arm_2,These improvements better not be just cosmetic.,These improvements better not be just cosmetic.,1250
vox_plr_0_pap_arm_3,"Other than your somewhat inflated prices, I consider this~a fair transaction.","Other than your somewhat inflated prices, I consider this~a fair transaction.",1250
vox_plr_0_pap_arm_4,"Come to Russman, baby. We're gonna have fun together.","Come to Russman, baby. We're gonna have fun together.",1250
vox_plr_0_pap_arm2_0,"Okay, let's get back to work.","Okay, let's get back to work.",1250
vox_plr_0_pap_arm2_1,Ain't the first time I've been impressed with a weapon.~Hope it ain't the last.,Ain't the first time I've been impressed with a weapon.~Hope it ain't the last.,1250
vox_plr_0_pap_arm2_2,Gimme that. I gotta find what trouble Stu's got himself~into.,Gimme that. I gotta find what trouble Stu's got himself~into.,1250
vox_plr_0_pap_arm2_3,"I would thank you, machine, but you doesn't charge me too~much.","I would thank you, machine, but you doesn't charge me too~much.",1250
vox_plr_0_pap_arm2_4,"If this breaks, I'm bringing it back.","If this breaks, I'm bringing it back.",1250
vox_plr_0_pap_wait_0,"Times like these, I start thinking about some of the~things I regret in life. Doesn't take long.","Times like these, I start thinking about some of the~things I regret in life. Doesn't take long.",1250
vox_plr_0_pap_wait_1,"Ooh, that girl. She really was something. I sure hope I~didn't catch nothing.","Ooh, that girl. She really was something. I sure hope I~didn't catch nothing.",1250
vox_plr_0_pap_wait_2,"Broken Arrow seems like a long time ago. Back then, Stu~was little more than a baby-faced brat.","Broken Arrow seems like a long time ago. Back then, Stu~was little more than a baby-faced brat.",1250
vox_plr_0_pap_wait_3,Damn Marlton and his dumbass mouth ruined everything.,Damn Marlton and his dumbass mouth ruined everything.,1250
vox_plr_0_pap_wait_4,I'll get even with that little blabberchops one day.,I'll get even with that little blabberchops one day.,1250
vox_plr_0_pap_wait2_0,Drink once from the wrong well and everyone calls you a~monster.,Drink once from the wrong well and everyone calls you a~monster.,1250
vox_plr_0_pap_wait2_1,I hope Stu don't pay too much heed to that voice in his~head.,I hope Stu don't pay too much heed to that voice in his~head.,1250
vox_plr_0_pap_wait2_2,I used to be somebody. Now I'm a cypher. A delirious~caricature of my former self. Why is that?,I used to be somebody. Now I'm a cypher. A delirious~caricature of my former self. Why is that?,1250
vox_plr_0_pap_wait2_3,"Maybe all this means something. I'm darned if I know what,~though.","Maybe all this means something. I'm darned if I know what,~though.",1250
vox_plr_0_pap_wait2_4,Times are wasting. This machine gives a man too much time~to think.,Times are wasting. This machine gives a man too much time~to think.,1250
vox_plr_0_perk_doubletap_0,My trigger finger's ready to work overtime.,My trigger finger's ready to work overtime.,1250
vox_plr_0_perk_jugga_0,"I'm already tougher in leather, but hey, I'm thirsty.","I'm already tougher in leather, but hey, I'm thirsty.",1250
vox_plr_0_perk_mulekick_0,Mule Kick!,Mule Kick!,1250
vox_plr_0_perk_revive_0,This'll keep the wolf from the door.,This'll keep the wolf from the door.,1250
vox_plr_0_perk_speed_0,Feeling pretty limber after that.,Feeling pretty limber after that.,1250
vox_plr_0_perk_stamine_0,I feel young. It's like I'm 60 again.,I feel young. It's like I'm 60 again.,1250
vox_plr_0_perk_tombstone_0,"Huh, not bad.","Huh, not bad.",1250
vox_plr_0_perk_who_0,This'll put some lead in my pencil.,This'll put some lead in my pencil.,1250
vox_plr_0_power_off_0,Maybe we ought to figure out the power situation.,Maybe we ought to figure out the power situation.,1250
vox_plr_0_power_off_1,Whoever did the wiring around here sure fucked it up.,Whoever did the wiring around here sure messed it up.,1250
vox_plr_0_power_off_2,"Marlton, why don't you go exploring? See if you can get~the power on.","Marlton, why don't you go exploring? See if you can get~the power on.",1250
vox_plr_0_power_off_3,We should get the power on. Just so you all can see how~awesome I am.,We should get the power on. Just so you all can see how~awesome I am.,1250
vox_plr_0_power_off_4,Looks like some a-hole forgot to turn on the lights.,Looks like some a-hole forgot to turn on the lights.,1250
vox_plr_0_power_on_0,"And Russman said, let there be light. And the light was~too scared to disagree.","And Russman said, let there be light. And the light was~too scared to disagree.",1250
vox_plr_0_power_on_1,That'll do it. Till something shorts anyways.,That'll do it. Till something shorts anyways.,1250
vox_plr_0_power_on_2,Russman is bringing the power!,Russman is bringing the power!,1250
vox_plr_0_powerup_ammo_0,By time I catch a break.,By time I catch a break.,1250
vox_plr_0_powerup_ammo_1,"Full Up, Wipe Out.","Full Up, Wipe Out.",1250
vox_plr_0_powerup_ammo_2,This is what I've been waiting for.,This is what I've been waiting for.,1250
vox_plr_0_powerup_carp_0,"Get out, keep out.","Get out, keep out.",1250
vox_plr_0_powerup_carp_1,Wonder if I got time for a nap.,Wonder if I got time for a nap.,1250
vox_plr_0_powerup_carp_2,Hammer and nails is for young folk.,Hammer and nails is for young folk.,1250
vox_plr_0_powerup_double_0,"Line up to die, dummies!","Line up to die, dummies!",1250
vox_plr_0_powerup_double_1,Two for one on the Freak-a-Lopes.,Two for one on the Freak-a-Lopes.,1250
vox_plr_0_powerup_double_2,"Come and get it, rock snobblers!","Come and get it, rock snobblers!",1250
vox_plr_0_powerup_firesale_0,M-Prices is coming down!,M-Prices is coming down!,1250
vox_plr_0_powerup_firesale_1,"Uh-huh. What's the trick this time, Devil Box?","Uh-huh. What's the trick this time, Devil Box?",1250
vox_plr_0_powerup_firesale_2,Devil Box runs the sale? Believe it when I see it.,Devil Box runs the sale? Believe it when I see it.,1250
vox_plr_0_powerup_firesale_3,"Yeah, you being nice to Russman now, asswipe.","Yeah, you being nice to Russman now, asswipe.",1250
vox_plr_0_powerup_insta_0,Flatten your ass!,Flatten your ass!,1250
vox_plr_0_powerup_insta_1,Time to spread the joy!,Time to spread the joy!,1250
vox_plr_0_powerup_insta_2,That'll make it easier on my bum hip.,That'll make it easier on my bum hip.,1250
vox_plr_0_powerup_nuke_0,Lights you up!,Lights you up!,1250
vox_plr_0_powerup_nuke_1,"Later, Gators!","Later, Gators!",1250
vox_plr_0_powerup_nuke_2,You've been irradiated!,You've been irradiated!,1250
vox_plr_0_rebuild_boards_0,Don't know why I'm doing this. They'll just rip them right~back down.,Don't know why I'm doing this. They'll just rip them right~back down.,1250
vox_plr_0_riv_resp_crawler_start_0,You shoot like an old man. Not this old man. One who can't~shoot.,You shoot like an old man. Not this old man. One who can't~shoot.,1250
vox_plr_0_riv_resp_crawler_start_1,"You bite your balls off, Marlton. Assuming you got any.","You bite your balls off, Marlton. Assuming you got any.",1250
vox_plr_0_riv_resp_crawler_start_2,"You got the killer instinct, Marlton? Then act on it!","You got the killer instinct, Marlton? Then act on it!",1250
vox_plr_0_riv_resp_crawler_start_3,"You planning on keeping him as a pet, Marlton?","You planning on keeping him as a pet, Marlton?",1250
vox_plr_0_riv_resp_crawler_start_4,Put them down for good. Getting tired of being knee deep~in zombie parts.,Put them down for good. Getting tired of being knee deep~in zombie parts.,1250
vox_plr_0_riv_resp_kill_headshot_0,"Little boy got a lucky shot, huh?","Little boy got a lucky shot, huh?",1250
vox_plr_0_riv_resp_kill_headshot_1,That's right. Keep your mouths shut and your guns aimed.,That's right. Keep your mouths shut and your guns aimed.,1250
vox_plr_0_riv_resp_kill_headshot_2,Maybe you talked him to death.,Maybe you talked him to death.,1250
vox_plr_0_riv_resp_kill_headshot_3,Nothing special about that shot. He just had a big old~head.,Nothing special about that shot. He just had a big old~head.,1250
vox_plr_0_riv_resp_kill_headshot_4,"See that, Stu? She's picking up some skills from Russman.","See that, Stu? She's picking up some skills from Russman.",1250
vox_plr_0_riv_resp_surrounded_0,"How you gonna talk your way out of this, Marlton?","How you gonna talk your way out of this, Marlton?",1250
vox_plr_0_riv_resp_surrounded_1,"Oh boy, they look extra hungry.","Oh boy, they look extra hungry.",1250
vox_plr_0_riv_resp_surrounded_2,Looks like Marlton's offering himself up as bait.,Looks like Marlton's offering himself up as bait.,1250
vox_plr_0_riv_resp_surrounded_3,"You brought it on yourself, college boy.","You brought it on yourself, college boy.",1250
vox_plr_0_riv_resp_surrounded_4,Things ain't looking good for the bookworm.,Things ain't looking good for the bookworm.,1250
vox_plr_0_riv_resp_wpck_monkey_0,"Oh, come on. Marlton don't deserve a monkey.","Oh, come on. Marlton don't deserve a monkey.",1250
vox_plr_0_riv_resp_wpck_monkey_1,Why don't you just take your monkey and go play in a~corner?,Why don't you just take your monkey and go play in a~corner?,1250
vox_plr_0_riv_resp_wpck_monkey_2,Maybe the monkey will teach you how to shoot.,Maybe the monkey will teach you how to shoot.,1250
vox_plr_0_riv_resp_wpck_monkey_3,"Hey, Monkey, why don't you throw Marlton instead?","Hey, Monkey, why don't you throw Marlton instead?",1250
vox_plr_0_riv_resp_wpck_monkey_4,"What happens next is between you and the monkey, Marlton.","What happens next is between you and the monkey, Marlton.",1250
vox_plr_0_sidequest_find_nav_0,More nerd stuff. Suppose it can't do any harm to keep it.,More nerd stuff. Suppose it can't do any harm to keep it.,1250
vox_plr_0_sidequest_navcard_0,"Well, who'd have thunk it? That thing we've been lugging~around actually worked.","Well, who'd have thunk it? That thing we've been lugging~around actually worked.",1250
vox_plr_0_sidequest_start_7_0,Russia.,Russia.,1250
vox_plr_0_wpck_57_0,Damn crappy piece of damn crap!,Damn crappy piece of damn crap!,1250
vox_plr_0_wpck_57_1,"Five, seven. Both those numbers are high for marks out of~ten.","Five, seven. Both those numbers are high for marks out of~ten.",1250
vox_plr_0_wpck_57_2,This box don't know a damn thing. This should have been~for Stu.,This box don't know a damn thing. This should have been~for Stu.,1250
vox_plr_0_wpck_an94_0,"Light, but still packs a punch. A little easier on my~arthritis, too.","Light, but still packs a punch. A little easier on my~arthritis, too.",1250
