alias,mature,safe,range
vox_plr_0_ammo_switch_4,I really should try out my other gun.,I really should try out my other gun.,1250
vox_plr_0_bank_deposit_0,"I never really trusted banks. Unfortunately, my mattress~is a long way from here.","I never really trusted banks. Unfortunately, my mattress~is a long way from here.",1250
vox_plr_0_bank_deposit_1,Don't be getting any ideas. I know exactly how much is~here.,Don't be getting any ideas. I know exactly how much is~here.,1250
vox_plr_0_bank_withdrawl_0,I'm a little short today. I need to make a withdrawal.,I'm a little short today. I need to make a withdrawal.,1250
vox_plr_0_bank_withdrawl_1,Glad to see the bank wasn't robbed while I was gone.,Glad to see the bank wasn't robbed while I was gone.,1250
vox_plr_0_box_move_0,I do not find this in the least bit amusing.,I do not find this in the least bit amusing.,1250
vox_plr_0_box_move_1,Now you gonna make me mad!,Now you gonna make me mad!,1250
vox_plr_0_box_move_2,"I don't appreciate your little disappearing act, box.","I don't appreciate your little disappearing act, box.",1250
vox_plr_0_box_move_3,Now where in the hell did you go?,Now where did you go?,1250
vox_plr_0_box_move_4,"You're just trying to throw me off my game, ain't ya?","You're just trying to throw me off my game, ain't ya?",1250
vox_plr_0_box_move_5,"Believe me, Box, Russman knows how to hold a grudge.","Believe me, Box, Russman knows how to hold a grudge.",1250
vox_plr_0_box_move_6,I'll find you. Don't doubt it for a second.,I'll find you. Don't doubt it for a second.,1250
vox_plr_0_build_add_0,I don't even know for sure what I'm making here.,I don't even know for sure what I'm making here.,1250
vox_plr_0_build_add_1,That looks right. I guess.,That looks right. I guess.,1250
vox_plr_0_build_add_2,Guess I'll know what it is soon enough.,Guess I'll know what it is soon enough.,1250
vox_plr_0_build_add_3,This is a lot of work. It better be worth it.,This is a lot of work. It better be worth it.,1250
vox_plr_0_build_add_4,Sometimes it's hard being a working man.,Sometimes it's hard being a working man.,1250
vox_plr_0_build_add_5,This better be something special when it's done.,This better be something special when it's done.,1250
vox_plr_0_build_add_6,"Come on, hands! Don't fail me now!","Come on, hands! Don't fail me now!",1250
vox_plr_0_build_add_7,Looks like it's starting to come together.,Looks like it's starting to come together.,1250
vox_plr_0_build_add_8,I shouldn't have to work this hard. I'm retired.,I shouldn't have to work this hard. I'm retired.,1250
vox_plr_0_build_add_9,I hope this is nearly done.,I hope this is nearly done.,1250
vox_plr_0_build_drop_shield_0,I don't think I even need this.,I don't think I even need this.,1250
vox_plr_0_build_hc_drop_0,I'm done with this for now.,I'm done with this for now.,1250
vox_plr_0_build_hc_final_0,This looks like it'll be a whole lot of fun.,This looks like it'll be a whole lot of fun.,1250
vox_plr_0_build_hc_pickup_0,This is just too good to leave laying around.,This is just too good to leave laying around.,1250
vox_plr_0_build_hc_take_0,Let's go chop some liver.,Let's go chop some liver.,1250
vox_plr_0_build_need_part_0,I'd better find the other pieces.,I'd better find the other pieces.,1250
vox_plr_0_build_need_part_1,"Hmm, I must have missed something somewhere.","Hmm, I must have missed something somewhere.",1250
vox_plr_0_build_need_part_2,I suppose I'm not done looking for parts just yet.,I suppose I'm not done looking for parts just yet.,1250
vox_plr_0_build_pickup_0,I found... something.,I found... something.,1250
vox_plr_0_build_pickup_1,I'm keeping this.,I'm keeping this.,1250
vox_plr_0_build_pickup_10,This one's a keeper.,This one's a keeper.,1250
vox_plr_0_build_pickup_11,Nobody else want this?,Nobody else want this?,1250
vox_plr_0_build_pickup_12,I'm keeping this for later.,I'm keeping this for later.,1250
vox_plr_0_build_pickup_13,"Who knows what this is for? Nobody, that's who.","Who knows what this is for? Nobody, that's who.",1250
vox_plr_0_build_pickup_14,Am I the only one carrying things?,Am I the only one carrying things?,1250
vox_plr_0_build_pickup_15,"Every time I pick something up, I feel like my back's~gonna give out. Again.","Every time I pick something up, I feel like my back's~gonna give out. Again.",1250
vox_plr_0_build_pickup_16,Anyone know what this is for?,Anyone know what this is for?,1250
vox_plr_0_build_pickup_2,Maybe this'll come in useful later.,Maybe this'll come in useful later.,1250
vox_plr_0_build_pickup_3,Hmm. Wonder what this is.,Hmm. Wonder what this is.,1250
vox_plr_0_build_pickup_4,"Ooh, this may be important.","Ooh, this may be important.",1250
vox_plr_0_build_pickup_5,"I'm takin' this, just in case.","I'm takin' this, just in case.",1250
vox_plr_0_build_pickup_6,This is a bit of something.,This is a bit of something.,1250
vox_plr_0_build_pickup_7,Now why was this just sitting here?,Now why was this just sitting here?,1250
vox_plr_0_build_pickup_8,I don't even know why I'm taking this.,I don't even know why I'm taking this.,1250
vox_plr_0_build_pickup_9,"We may need this. Can't imagine how, though.","We may need this. Can't imagine how, though.",1250
vox_plr_0_build_stm_drop_0,My back is killing me right now.,My back is killing me right now.,1250
vox_plr_0_build_stm_final_0,This is starting to look familiar and dangerous.,This is starting to look familiar and dangerous.,1250
vox_plr_0_build_stm_pickup_0,"I'm taking this for now, but don't be surprised if I throw~it off a cliff.","I'm taking this for now, but don't be surprised if I throw~it off a cliff.",1250
vox_plr_0_build_stm_take_0,"All right, let's see what we can do with this.","All right, let's see what we can do with this.",1250
vox_plr_0_build_sw_drop_0,This thing's just too damn heavy.,This thing's just too damn heavy.,1250
vox_plr_0_build_sw_final_0,I'm still none the wiser as to what this actually is.,I'm still none the wiser as to what this actually is.,1250
vox_plr_0_build_sw_pickup_0,I suppose I should take this with me.,I suppose I should take this with me.,1250
vox_plr_0_build_sw_take_0,Let's see if we can find a use for this.,Let's see if we can find a use for this.,1250
vox_plr_0_build_swap_0,I'm bored with this. Give me that.,I'm bored with this. Give me that.,1250
vox_plr_0_build_swap_1,I suppose I can't carry everything.,I suppose I can't carry everything.,1250
vox_plr_0_build_swap_2,This is all just junk to me anyhow.,This is all just junk to me anyhow.,1250
vox_plr_0_build_swap_3,I'm gonna switch these two.,I'm gonna switch these two.,1250
vox_plr_0_build_swap_4,I guess I can change my mind later.,I guess I can change my mind later.,1250
vox_plr_0_build_swap_5,Give me that other thing.,Give me that other thing.,1250
vox_plr_0_build_swap_6,Swapping these is a no-brainer.,Swapping these is a no-brainer.,1250
vox_plr_0_build_swap_7,This is just a means to an end.,This is just a means to an end.,1250
vox_plr_0_build_swap_8,How the heck am I supposed to know which is more~important?,How the heck am I supposed to know which is more~important?,1250
vox_plr_0_build_swap_9,I'm gonna swap these two around.,I'm gonna swap these two around.,1250
vox_plr_0_build_take_shield_0,Looks like I built a ride for my own back.,Looks like I built a ride for my own back.,1250
vox_plr_0_build_trb_drop_0,I take it no one minds if I just leave this here.,I take it no one minds if I just leave this here.,1250
vox_plr_0_build_trb_final_0,I'll be glad when this is done.,I'll be glad when this is done.,1250
vox_plr_0_build_trb_pickup_0,I think I can put this to use.,I think I can put this to use.,1250
vox_plr_0_build_trb_take_0,This thing is useful for several reasons. I can't be~bothered explaining them right now.,This thing is useful for several reasons. I can't be~bothered explaining them right now.,1250
vox_plr_0_build_wrong_part_0,I guess I'd better find something else for this.,I guess I'd better find something else for this.,1250
vox_plr_0_build_wrong_part_1,What do you mean it don't fit?,What do you mean it don't fit?,1250
vox_plr_0_build_wrong_part_2,Looks like I got the wrong component this time.,Looks like I got the wrong component this time.,1250
vox_plr_0_crawler_attack_0,"If you're gonna attack me, you better make sure you finish~the job.","If you're gonna attack me, you better make sure you finish~the job.",1250
vox_plr_0_crawler_attack_1,Now you're just being a pain in the ass.,Now you're just being a pain in the rumpus.,1250
vox_plr_0_crawler_attack_2,You should be glad we ain't killed you yet.,You should be glad we ain't killed you yet.,1250
vox_plr_0_crawler_attack_3,"You're not in any position to make demands, little guy.","You're not in any position to make demands, little guy.",1250
vox_plr_0_crawler_attack_4,Why don't you go and annoy Misty?,Why don't you go and annoy Misty?,1250
vox_plr_0_crawler_attack_5,I got tough boots. You ain't gonna hit flesh for a while.,I got tough boots. You ain't gonna hit flesh for a while.,1250
vox_plr_0_crawler_attack_6,Now why'd you want to go and do something stupid like~that?,Now why'd you want to go and do something stupid like~that?,1250
vox_plr_0_crawler_kill_0,Time I shut you up for good.,Time I shut you up for good.,1250
vox_plr_0_crawler_kill_1,That's enough out of you!,That's enough out of you!,1250
vox_plr_0_crawler_kill_2,You're lucky you lasted as long as you did.,You're lucky you lasted as long as you did.,1250
vox_plr_0_crawler_kill_3,Work much of a life for you anyhow.,Work much of a life for you anyhow.,1250
vox_plr_0_crawler_kill_4,You was just a damn abomination on this earth.,You was just a ugly abomination on this earth.,1250
vox_plr_0_crawler_kill_5,That's for all the times it chewed my boots.,That's for all the times it chewed my boots.,1250
vox_plr_0_crawler_kill_6,Shut up. We're done talking.,Shut up. We're done talking.,1250
vox_plr_0_crawler_start_0,Those little run slinger like a bad fart.,Those little run slinger like a bad fart.,1250
vox_plr_0_crawler_start_1,"Y'all being stubborn little sons of bitches, ain't ya?","Y'all being stubborn little critters, ain't ya?",1250
vox_plr_0_crawler_start_2,Don't nobody breathe easy just yet. He ain't quite done.,Don't nobody breathe easy just yet. He ain't quite done.,1250
vox_plr_0_crawler_start_3,You need me to tell you again?,You need me to tell you again?,1250
vox_plr_0_crawler_start_4,Fuck! That little meat nugget's still going!,That little meat nugget's still going!,1250
vox_plr_0_crawler_start_5,"We keep the little ones alive, you know, for practice.","We keep the little ones alive, you know, for practice.",1250
vox_plr_0_crawler_start_6,"You got some nerve staying alive, little guy.","You got some nerve staying alive, little guy.",1250
vox_plr_0_crawler_start_7,"You might as well quit right now, Stumpy.","You might as well quit right now, Stumpy.",1250
vox_plr_0_earn_acheivement_0,What exactly happened just now?,What exactly happened just now?,1250
vox_plr_0_earn_acheivement_1,"Should I be pleased? And if so, why?","Should I be pleased? And if so, why?",1250
vox_plr_0_fall_down_hole_0,"Oh, mama! Darn near splintered my bones on landing!","Oh, mama! Almost splintered my bones on landing!",1250
vox_plr_0_fall_response_0,You hurt yourself?,You hurt yourself?,1250
vox_plr_0_favorite_wall_buy_0,Don't anybody go wasting time on the box. The RPG's right~here.,Don't anybody go wasting time on the box. The RPG's right~here.,1250
vox_plr_0_favorite_wall_buy_1,Russman is more than happy to pay for this.,Russman is more than happy to pay for this.,1250
vox_plr_0_favorite_wall_buy_2,I don't see the box. Give me nothing better.,I don't see the box. Give me nothing better.,1250
vox_plr_0_favorite_wall_buy_3,Does Russman like a rocket-propelled grenade?~Abso-fucking-lutely!,Does Russman like a rocket-propelled grenade? Absolutely!,1250
vox_plr_0_favorite_wall_buy_4,I hold a special place in my heart for things that go~BOOM!,I hold a special place in my heart for things that go~BOOM!,1250
vox_plr_0_find_secret_0,Music ain't a big thing to me. I prefer the sounds of~combat.,Music ain't a big thing to me. I prefer the sounds of~combat.,1250
vox_plr_0_find_town_0,How'd a sweet little place like this come to get buried~underground?,How'd a sweet little place like this come to get buried~underground?,1250
vox_plr_0_game_start_0,That's more than a hole in the ground. That's the rift.,That's more than a hole in the ground. That's the rift.,1250
vox_plr_0_generic_wall_buy_0,Time is tight. Just gimme this.,Time is tight. Just gimme this.,1250
vox_plr_0_generic_wall_buy_1,This is all I need.,This is all I need.,1250
vox_plr_0_generic_wall_buy_2,Least I know what I'm paying for.,Least I know what I'm paying for.,1250
vox_plr_0_generic_wall_buy_3,"I don't like surprises, so I'll just take this.","I don't like surprises, so I'll just take this.",1250
vox_plr_0_generic_wall_buy_4,I need something in a hurry.,I need something in a hurry.,1250
vox_plr_0_ghost_damage_0,Ouch! How can this be happening?,Ouch! How can this be happening?,1250
vox_plr_0_ghost_damage_1,Where are you? I wanna kill you again!,Where are you? I wanna kill you again!,1250
vox_plr_0_ghost_damage_2,"When I'm dead, I'm gonna haunt you!","When I'm dead, I'm gonna haunt you!",1250
vox_plr_0_ghost_theft_0,"Hey, keep your paws off Russman's pocketbook.","Hey, keep your paws off Russman's pocketbook.",1250
vox_plr_0_ghost_theft_1,How dare you take my money?,How dare you take my money?,1250
vox_plr_0_ghost_theft_2,"What the hell do you want with my money, ghost?","What do you want with my money, ghost?",1250
vox_plr_0_gunshop_chalk_0,I wanted a weapon and you give me chalk. Am I supposed to~draw one myself?,I wanted a weapon and you give me chalk. Am I supposed to~draw one myself?,1250
vox_plr_0_gunshop_chalk_1,Now this here's a puzzler. There's question marks where~there should be whippins. Then you give me chalk?,Now this here's a puzzler. There's question marks where~there should be whippins. Then you give me chalk?,1250
vox_plr_0_heal_revived_0,What do you want? A medal?,What do you want? A medal?,1250
vox_plr_0_heal_revived_1,Thanks. Now I can get back to business.,Thanks. Now I can get back to business.,1250
vox_plr_0_heal_revived_2,Don't think this changes things between us.,Don't think this changes things between us.,1250
vox_plr_0_heal_revived_3,I remember that you did right by Russman.,I remember that you did right by Russman.,1250
vox_plr_0_heal_revived_4,Bastards just got lucky. You hear what I'm saying?,Freaks just got lucky. You hear what I'm saying?,1250
vox_plr_0_hr_resp_kill_headshot_0,"That's it, Stu. I told you it was easy.","That's it, Stu. I told you it was easy.",1250
vox_plr_0_hr_resp_kill_headshot_1,"Good to see you can hold your own, Stu.","Good to see you can hold your own, Stu.",1250
vox_plr_0_hr_resp_surrounded_0,"Don't matter what the others say, Stu. I got faith in you.","Don't matter what the others say, Stu. I got faith in you.",1250
vox_plr_0_hr_resp_surrounded_1,"Come on, Stu! Remember your training! I did train you,~didn't I?","Come on, Stu! Remember your training! I did train you,~didn't I?",1250
vox_plr_0_in_maze_0,I'm too old to be walking any distance that ain't entirely~necessary.,I'm too old to be walking any distance that ain't entirely~necessary.,1250
vox_plr_0_in_maze_1,"Stu, you around? It might be a good idea for us to stick~together.","Stu, you around? It might be a good idea for us to stick~together.",1250
vox_plr_0_in_maze_2,"If I was younger, I'd just climb over the damn thing.",If I was younger I'd just climb over the thing.,1250
vox_plr_0_in_maze_3,"Suppose if I get lost, I could just set up camp for the~night.","Suppose if I get lost, I could just set up camp for the~night.",1250
vox_plr_0_invisible_collision_0,"Oh, what was that? I nearly split my poor old head open.","Oh, what was that? I nearly split my poor old head open.",1250
vox_plr_0_invisible_collision_1,Why am I always bumping into things?,Why am I always bumping into things?,1250
vox_plr_0_kill_close_0,Don't ever get that close to me again.,Don't ever get that close to me again.,1250
vox_plr_0_kill_close_1,"Couldn't resist getting close, could ya?","Couldn't resist getting close, could ya?",1250
vox_plr_0_kill_close_2,"Ain't nothing for you around here, freak!","Ain't nothing for you around here, freak!",1250
vox_plr_0_kill_close_3,What made you think you'd get away with that?,What made you think you'd get away with that?,1250
vox_plr_0_kill_close_4,"You brought that on yourself, you dumb bastard!","You brought that on yourself, you dumb freak!",1250
vox_plr_0_kill_close_5,I think you was confusing me with someone else.,I think you was confusing me with someone else.,1250
vox_plr_0_kill_close_6,I'll make damn sure you see the error your ways.,I'll make plenty sure you see the error of your ways.,1250
vox_plr_0_kill_damaged_0,You done gone and waken the sleeping giant.,You done gone and waken the sleeping giant.,1250
vox_plr_0_kill_damaged_1,Don't you ever try that again!,Don't you ever try that again!,1250
vox_plr_0_kill_damaged_2,This is for that thing you done.,This is for that thing you done.,1250
vox_plr_0_kill_damaged_3,I don't need much provocation.,I don't need much provocation.,1250
vox_plr_0_kill_damaged_4,All you did was give me an excuse!,All you did was give me an excuse!,1250
vox_plr_0_kill_damaged_5,Didn't you know? I'm king of the fucking ass kickers.,Didn't you know? I'm king of the butt kickers!,1250
vox_plr_0_kill_damaged_6,No one ever explained that you get what you deserve.,No one ever explained that you get what you deserve.,1250
vox_plr_0_kill_damaged_7,I don't let revenge fester. I act on it.,I don't let revenge fester. I act on it.,1250
vox_plr_0_kill_damaged_8,"You got slapped, bitch.","You got slapped, punk!",1250
vox_plr_0_kill_damaged_9,Nobody made you fuck with me.,Nobody made you mess with me.,1250
vox_plr_0_kill_headchopper_0,"Hey, I think you lost something. Head shaped.","Hey, I think you lost something. Head shaped.",1250
vox_plr_0_kill_headchopper_1,I think it's fair to say you lost a little bit of face~there.,I think it's fair to say you lost a little bit of face~there.,1250
vox_plr_0_kill_headchopper_2,There's something real fun about watching you freaks lose~your heads.,There's something real fun about watching you freaks lose~your heads.,1250
vox_plr_0_kill_headchopper_3,You should have paid more attention to where you was~walking.,You should have paid more attention to where you was~walking.,1250
vox_plr_0_kill_headchopper_4,Sure is fun to watch you freaks lose your heads.,Sure is fun to watch you freaks lose your heads.,1250
vox_plr_0_kill_headshot_0,"Ha ha! Like shooting the wings off a fly! I can do that~too, you know!","Ha ha! Like shooting the wings off a fly! I can do that~too, you know!",1250
vox_plr_0_kill_headshot_1,You can keep the bullet!,You can keep the bullet!,1250
vox_plr_0_kill_headshot_10,Damn right you better keep your distance!,"That's right, you better keep your distance.",1250
vox_plr_0_kill_headshot_11,What can I tell you? My trigger finger's always itching.,What can I tell you? My trigger finger's always itching.,1250
vox_plr_0_kill_headshot_2,"Now's the right time to fall down, freak!","Now's the right time to fall down, freak!",1250
vox_plr_0_kill_headshot_3,Why waste rounds when a headshot's all you need?,Why waste rounds when a headshot's all you need?,1250
vox_plr_0_kill_headshot_4,Ain't nobody gonna miss that face.,Ain't nobody gonna miss that face.,1250
vox_plr_0_kill_headshot_5,I got skills you freaks can't even imagine.,I got skills you freaks can't even imagine.,1250
vox_plr_0_kill_headshot_6,"You see that, Misty? Russman ain't fucking around.","You see that, Misty? Russman ain't messing around.",1250
vox_plr_0_kill_headshot_7,"Least I made it quick, Slug Bucket.","Least I made it quick, Slug Bucket.",1250
vox_plr_0_kill_headshot_8,You just lost your appetite. Along with your head.,You just lost your appetite. Along with your head.,1250
vox_plr_0_kill_headshot_9,"Yup, that was me. Who the hell else you think it could~have been?","Yep, that was me. Who else you think it could have been?",1250
vox_plr_0_kill_insta_0,"Eat this, freak!","Eat this, freak!",1250
vox_plr_0_kill_insta_1,You don't got a chance. I've been taking my vitamins.,You don't got a chance. I've been taking my vitamins.,1250
vox_plr_0_kill_insta_2,I will cut you down!,I will cut you down!,1250
vox_plr_0_kill_insta_3,"You should know by now, I'm good at this!","You should know by now, I'm good at this!",1250
vox_plr_0_kill_insta_4,There's power in these hands!,There's power in these hands!,1250
vox_plr_0_kill_insta_5,"Too dumb, too slow, dead too.","Too dumb, too slow, dead too.",1250
vox_plr_0_kill_insta_6,Least you dying is something we can agree on.,Least you dying is something we can agree on.,1250
vox_plr_0_kill_insta_7,You was one of the lucky ones.,You was one of the lucky ones.,1250
vox_plr_0_kill_limb_0,Blowing off your arm is my way of giving you fair warning.,Blowing off your arm is my way of giving you fair warning.,1250
vox_plr_0_kill_limb_1,That's just for starters. I might blow your legs off next.,That's just for starters. I might blow your legs off next.,1250
vox_plr_0_kill_limb_2,"You're getting your wings clipped, bitch!",You're getting your wings clipped now!,1250
vox_plr_0_kill_limb_3,"I'd ask for a show of hands, but you're already down one.","I'd ask for a show of hands, but you're already down one.",1250
vox_plr_0_kill_limb_4,"Your slapping days are over, Buster.","Your slapping days are over, Buster.",1250
vox_plr_0_kill_monkey_0,"You see that, Marlton? So simple even a monkey can do it.","You see that, Marlton? So simple even a monkey can do it.",1250
vox_plr_0_kill_monkey_1,You just got bitch slapped by a damn monkey.,You just got slapped by a monkey.,1250
vox_plr_0_kill_monkey_2,That was one brave little monkey.,That was one brave little monkey.,1250
vox_plr_0_kill_monkey_3,You just know someone's getting hurt when the monkey stops~dancing.,You just know someone's getting hurt when the monkey stops~dancing.,1250
vox_plr_0_kill_monkey_4,Exploding monkeys are the best kind of monkeys.,Exploding monkeys are the best kind of monkeys.,1250
vox_plr_0_kill_paralyzer_0,"Don't know what to do now, do ya?","Don't know what to do now, do ya?",1250
vox_plr_0_kill_paralyzer_1,"That sure took the wind out of your sails, didn't it?","That sure took the wind out of your sails, didn't it?",1250
vox_plr_0_kill_paralyzer_2,You dumb freaks got the stupidest looks on your faces. You~have no idea what's going on.,You dumb freaks got the stupidest looks on your faces. You~have no idea what's going on.,1250
vox_plr_0_kill_paralyzer_3,Try and make a move. I dare ya!,Try and make a move. I dare ya!,1250
vox_plr_0_kill_paralyzer_4,You ain't going nowhere now.,You ain't going nowhere now.,1250
vox_plr_0_kill_ray_0,Y'all learning what this gun can do?,Y'all learning what this gun can do?,1250
vox_plr_0_kill_ray_1,Some folks just don't realize when they're outgunned.,Some folks just don't realize when they're outgunned.,1250
vox_plr_0_kill_ray_2,I have the means to vanquish y'all right now.,I have the means to vanquish y'all right now.,1250
vox_plr_0_kill_ray_3,Who knew a pussy-ass looking gun could do so much damage?,Who knew such a little gun could do so much damage?,1250
vox_plr_0_kill_ray_4,I'm barely lifting a finger.,I'm barely lifting a finger.,1250
vox_plr_0_kill_ray_5,I don't even care how this works!,I don't even care how this works!,1250
vox_plr_0_kill_ray_6,I kinda wish I could pump this gun up even more.,I kinda wish I could pump this gun up even more.,1250
vox_plr_0_kill_raymk2_0,"All right, this Mark II sure is a big step up.","All right, this Mark II sure is a big step up.",1250
vox_plr_0_kill_raymk2_1,This feel any different to you? Does it hurt more?,This feel any different to you? Does it hurt more?,1250
vox_plr_0_kill_raymk2_2,Y'all getting quick fried today.,Y'all getting quick fried today.,1250
vox_plr_0_kill_raymk2_3,"I'd rather y'all exploded or something, but I suppose I~shouldn't complain.","I'd rather y'all exploded or something, but I suppose I~shouldn't complain.",1250
vox_plr_0_kill_raymk2_4,I reckon I could really grow to like this thing.,I reckon I could really grow to like this thing.,1250
vox_plr_0_kill_six_shooter_0,I think yelling yee-haw is entirely appropriate about now.,I think yelling yee-haw is entirely appropriate about now.,1250
vox_plr_0_kill_six_shooter_1,Russman is the fastest gun in the West.,Russman is the fastest gun in the West.,1250
vox_plr_0_kill_six_shooter_2,"Too fast for you, ain't I?","Too fast for you, ain't I?",1250
vox_plr_0_kill_six_shooter_3,This is my kind of shootout now.,This is my kind of shootout now.,1250
vox_plr_0_kill_six_shooter_4,It's like I'm living on the frontiers of the old west.,It's like I'm living on the frontiers of the old west.,1250
vox_plr_0_kill_streak_0,I sure know how to make this look easy.,I sure know how to make this look easy.,1250
vox_plr_0_kill_streak_1,Take your punk-ass asses back to hell!,Take your punk butt butts back home!,1250
vox_plr_0_kill_streak_10,You rock gobblers getting bored yet? Nope! Me neither!,You rock gobblers getting bored yet? Nope! Me neither!,1250
vox_plr_0_kill_streak_11,Sometimes I feel like I'm the only one pulling my weight.,Sometimes I feel like I'm the only one pulling my weight.,1250
vox_plr_0_kill_streak_12,"No matter how dark it is, my shots still find their mark.","No matter how dark it is, my shots still find their mark.",1250
vox_plr_0_kill_streak_13,Only thing stopping this going on forever is limited~ammunition.,Only thing stopping this going on forever is limited~ammunition.,1250
vox_plr_0_kill_streak_14,Didn't nobody tell you? I'm an ass-kicking machine!,Didn't nobody tell you? I'm a butt-kicking machine!,1250
vox_plr_0_kill_streak_15,"Whoop-ass don't come in cans no more, but you're getting~some all the same.","Whoop-ass don't come in cans no more, but you're getting~some all the same.",1250
vox_plr_0_kill_streak_16,All you idiots watching ought to be taking notes.,All you idiots watching ought to be taking notes.,1250
vox_plr_0_kill_streak_2,"You watching this, boy? This is how a man takes care of~business.","You watching this, boy? This is how a man takes care of~business.",1250
vox_plr_0_kill_streak_3,"If you slug buckets had any sense, you'd have quit a long~time ago.","If you slug buckets had any sense, you'd have quit a long~time ago.",1250
vox_plr_0_kill_streak_4,"You see what happens, freaks? Russman will fuck you up!","You see what happens, freaks? Russman will mess you up!",1250
vox_plr_0_kill_streak_5,I'll still be standing long after you're gone.,I'll still be standing long after you're gone.,1250
vox_plr_0_kill_streak_6,"Keep coming, skin nibblers. I'm in a fighting mood today.","Keep coming, skin nibblers. I'm in a fighting mood today.",1250
vox_plr_0_kill_streak_7,Who ain't life a joy when shit goes right?,"Oh, we love a joy when things go right.",1250
vox_plr_0_kill_streak_8,"I got the good stuff! Right here, bitches!","I got the good stuff right here, ladies.",1250
vox_plr_0_kill_streak_9,I hope someone's keeping track. Don't want Misty getting~credit for my doing.,I hope someone's keeping track. Don't want Misty getting~credit for my doing.,1250
vox_plr_0_kill_subwoofer_0,"I will blow your house down, little pigs.","I will blow your house down, little pigs.",1250
vox_plr_0_kill_subwoofer_1,Y'all got blown away like leaves.,Y'all got blown away like leaves.,1250
vox_plr_0_kill_subwoofer_2,"I don't know exactly what this is, but I sure like what it~does.","I don't know exactly what this is, but I sure like what it~does.",1250
vox_plr_0_kill_subwoofer_3,"I told y'all before, if I tell you to lie down, you really~ought to lie down.","I told y'all before, if I tell you to lie down, you really~ought to lie down.",1250
vox_plr_0_kill_subwoofer_4,Y'all like Russman's new gizmo? I didn't think so.,Y'all like Russman's new gizmo? I didn't think so.,1250
vox_plr_0_money_drop_0,"It may just be pennies, but I ain't gonna say no.","It may just be pennies, but I ain't gonna say no.",1250
vox_plr_0_money_drop_1,"Well, that was the smallest jackpot I ever hit.","Well, that was the smallest jackpot I ever hit.",1250
vox_plr_0_money_drop_2,I feel we got a little short-changed with that one.,I feel we got a little short-changed with that one.,1250
vox_plr_0_nomoney_generic_0,Shouldn't I get a discount on account of my age?,Shouldn't I get a discount on account of my age?,1250
vox_plr_0_nomoney_generic_1,How do I know for sure it's even worth it?,How do I know for sure it's even worth it?,1250
vox_plr_0_nomoney_generic_2,I'll be back. You'll see.,I'll be back. You'll see.,1250
vox_plr_0_nomoney_generic_3,You already know I'm broke. No need to rub my nose in it.,You already know I'm broke. No need to rub my nose in it.,1250
vox_plr_0_nomoney_generic_4,What? You're serious about this money thing?,What? You're serious about this money thing?,1250
vox_plr_0_oh_shit_0,"You better keep looking me in the eyes, fools.","You better keep looking me in the eyes, fools.",1250
vox_plr_0_oh_shit_1,Finally figured you can't take me alone?,Finally figured you can't take me alone?,1250
vox_plr_0_oh_shit_10,"Well, this is getting real interesting.","Well, this is getting real interesting.",1250
